date,rating,review
24/3/2019,5 star rating,"We ate here and it was fantastic !!!! The wait can be long so plan ahead.  We got chicken ruby (our favorite ). , nan, murghalimali, raita was good too.  We also had the corn on the cob which was good All in all it was great !!!!!!! It is worth the wait and the prices are quite reasonable really for what you get.   The Dishoom IPA beer was good too."
30/12/2019,5 star rating,"I was so happy to find this Indian restaurant. The food was delicious, prices are reasonable and they serve thumbs up! Yes be prepared to wait in line for about an hour or so but it is well worth it. They take reservations so I highly suggest that you make one before heading over and have various locations. The chicken Ruby was my favorite, the chutney so yummy and spicy and the decor just makes it an experience!!!"
15/8/2019,5 star rating,"Fantastic flavors and dishes. I got the macchi tikka, fried green chilies, gunpowder potatoes and would definitely recommend any of them. The house chai was great. Also be sure to get the cheese naan. Venue was nice and decorative, would highly recommend."
25/1/2019,5 star rating,This place is a MUST when visiting London. Food was great! Service was quick! Atmosphere is nice. Highly recommend! **
13/3/2019,5 star rating,"Yes, the stories about the line are true, but yes, it is worth it. They don't take reservations for parties smaller than 6 people after 6 PM. So either make a reservation and go early, or plan to go with a large group! Or, submit to standing outside in the cold with a cup of chai to keep you warm. Dishoom knows how popular it is and they have a seamless system to accommodate the large demand. The staff are all kind and understanding and help to get people inside to the bar as soon as possible. Once inside, the cocktails should not be ignored. The drink menu is extensive and, honestly, fun to read. Tried the bollybellini and their spin on a mojito. Both delicious and refreshing. When we were finally seated, we were given a helpful walk through of the menu with great advice on what to order. In the end for the 4 of us, we got 2 starters: Prawn Koliwada and Okra Fries, and 4 dishes: Murgh Malai (chicken), Gunpowder Potatoes, Awadhi Lamb Biryani, the House Black Daal, plus 2 sides: Plain Naan and the Dishoom Slaw. Sounds like a lot, but it was the perfect amount to taste and share. We were warned that the Biryani would be spicy. It was flavorful, but not painfully spicy at all. We had a great meal with warm ambiance. A bit noisy and crowded, but not a problem. While we were waiting to be seated, we were annoyed with all of the people hogging tables without yielding them to the long line outside. Yet, by the time we were seated, we also didn't want to leave."
30/5/2017,5 star rating,"Get here early if you don't want to wait long for a table! We got here at 545pm and there was already a line. While you're in line, they give complimentary tea. We were given a wait time of 40 minutes. What's amazing is that once a spot opens at the bar, they let you wait there and you have the chance to order appetizers and drinks while you wait for your table. Luckily, our wait time was way shorter than they said and we got seated in 20 minutes! We had vada pav, calamari, and samosas as appetizers. For entrees we had two orders of the chicken curry, and order of daal, and the lamb biryani. Everything was absolutely delicious! My favorite dish was definitely the chicken curry. The curry itself reminds me of tikka masala because it's rich and creamy. The chicken was very tender. Great service, great food, and great atmosphere."
16/10/2021,4 star rating,NIce Food. I went with my friends & Family few weeks ago to celebrate my birthday. It was really nice experience. The food was very delicious. Looking forward to visit again.
18/5/2017,5 star rating,"I heard from several friends who recommended this place, and now I know why! Dishoom was absolutely delicious, and even though I don't really eat Indian food, I love the food here! Food: 5/5! Actually all of the dishes were delicious, not a single one fell short. We had the okra fries and calamari, and both were fried perfectly, but very oily. Okra fries were almost like yam fries! The chicken tikka was good, but not spectacular. The lamb kebabs were better I think, but personally not a huge fan of lamb. The lamb biryani was one of my faves! The rice is amazingly blended with different flavours, and we added Raita to it too (felt almost like chicken over rice. We also ordered a bowl of greens which was actually very good and helped balance out the heavy meat dishes. I highly recommend the garlic naan and the matter paneer, those were the other highlights of the night. Drinks wise I really liked the mango lassi, and it was a perfect balance for all the spicy and oily dishes. If you're in London this is definitely a must try!"
13/4/2022,5 star rating,delicious food. you can't make dinner reservations and have to wait in line but it is so worth it. excellent service as well!
24/11/2018,5 star rating,Really enjoyed the dinner I had here recently with my boyfriend. We were stopping in to fuel up in between bars and the food was great! We ordered a lot of food and it was all delivered quickly. And the drinks are also top-notch - I had the Viceroy's Old Fashioned and enjoyed it quite a bit. I was also really impressed with the efficiency with which they managed the queue outside and got everyone seated promptly. I don't remember all we ordered but know for sure we got the gunpowder potatoes and lamb samosas and both were excellent.
14/3/2021,5 star rating,Overall fantastic India and great for a group meal. I've eaten here several times and have always enjoyed the experience.
21/4/2019,5 star rating,So delicious! We waited about an hour but it's definitely worth it. Someone in line told us to order the chicken berry Britannia and Raita. Those two together were perfect.
12/1/2019,4 star rating,"The secret to queuing outside a restaurant is making sure that you like the people that you go with. I kind of resent queuing because I don't like following everyone, but I'm happy to be patient for decent food. Also, they manage it well and keep well stocked. Queuing isn't a great grand novelty in London, and they keep you watered. The breakfast naan, and garlic naan are great, berry Britannia, black daal, vada pav and a couple of recommendations, which were, of course excellent (especially the okra fries). Ooh and Chili cheese toast- I just love cheese okay. The staff are lovely, the food is also lovely, the atmosphere is nice and bustle-y- but not the best for hard of hearing"
30/1/2020,5 star rating,"One of the best meals ever, in my life!  The wait was long and it was raining(Dishoom provides umbrellas) but completely worth it!  Don't miss out, next time in London eat here!"
21/9/2018,5 star rating,"We came here for brunch on a Saturday afternoon. We were starving, but decided to wait here because of the amazing reviews. The staff came out with Chai for those waiting in line which is a very nice touch. We were given a wait time of about 40 mins but were let inside to wait at the downstairs bar in under 15 and then seated about 10 mins later. We ordered all the suggested: Pau bhaji - mildly spicy and full of flavor - SO GOOD, MUST GET! Chicken ruby this dish was very good, I wasn't blown away by it as much as the pau bhaji, but it was still worth the order. Black daal -  I was surprised by how much flavor this dish had since it's just ""stewed black beans"" but it's very good. I'm not a HUGE fan of daal in general, but they season it very well. The bollybellini cocktail was delicious, I could have had 3 more if i wasn't so full from the food we ordered! Calamansi smash I thought it was acceptable in comparison to the other, but my boyfriend really loved it. I forgot the name of our server, but he was only on his 4th day serving and was absolutely amazing! He was friendly and very on top of everything. Checked up on us regularly and was never too far. I think he was from Spain? Anyway, the reviews aren't overly hyped, this place is legit and you have to make time to stop here."
8/9/2018,5 star rating,"Came by Dishoom for lunch. They take reservations for lunch and breakfast, but not dinner. Definitely recommended to make a reservation - it's really easy on their website, and there is almost always a line when coming in. Easiest/most painless way to get a table here is to make a reservation for lunch, and breeze right in past the long line forming by the door. Service is polite but somewhat curt and rushed given the amount of people there are coming through. There is a very large downstairs seating area, and the booths have fun fans that cool you down from the spice. Their menu is huge with a variety of dishes from across India. Most of the dishes are sized and made to share, and the back has a large drinks and chai menu. The drinks are very small portions. Lassi is thick and yogurty, and the chai comes creamy and sweet. Favorite dishes: House Black Daal: Amazing, very spicy and creamy. Chole Poori - chickpea curry with a very interesting pairing of sweet halwa mash, comes with puffy poori bread. Delicious must have. Paneer: their paneer dishes are delicious, all well flavored with chewy paneer. The mattar paneer came in a sauce that was very tomato-y, and had very few peas."
13/9/2016,5 star rating,"1. Service- very attentive and friendly. Both times I came here, I had two different servers, and they were both very professional. They were very welcoming and they made sure you had everything you needed. It's A-La-Carte, so wait to be seated, order and pay at the table. 2. Price- this place is affordable, and not expensive at all. For two people, you'll pay about £30, but that depends on how much you order though. 3. Ambiance- modern and hip. There are two stories to this particular restaurant. I guess you can say there is a Ground level and a Lower Ground Level. Or perhaps as we better understand in the states, 1st floor and a basement. Haha. Dress code is casual. 4. Food- we had cheese naan, Gunpowder potatoes, Chicken Ruby, Dishoom Chicken Tikka, and Vegetable Biryani. My favorite were the potatoes, and the Tikka. Everything was very flavorful and I have to say, it's the best Indian restaurant I've ever been to. 5. Cleanliness- superb. I can't complain."
14/3/2019,4 star rating,"Me and my wife were looking for a breakfast spot and we happened to stumble a upon this place. As we walked in it smelled of everything delicious. Lol. There was fresh naan being cooked and the the Indian spices was just oh so good. We both decided in the Big Engilsh style Indian breakfast. Which was a great idea  because we were both hungry and we need the energy for the day of tours. It cam with Indian style eggs, which is scrambled with some spices, very delicious.. 2 bangers and 2 slices of bacon, a small bowl of baked beans and 2 buns. Everything was so good and it was sooo filling. We also wanted to try the naan so we ordered a bacon and egg naan. We saw them making it in there big tandoori oven which was soo cool. The naan-wich was very good as well. The naan was very soft and light and yet soo crispy. With the filling and the naan it was just a great combo."
19/12/2018,5 star rating,"Amazing simply amazing. So first off - get here early. The line is pretty long and there's not a lot of cover for you if it rains. The service here is amazing and the food comes out to you very quickly. Our waitress was also super polite and was very helpful in choosing plates. We had a multitude of dishes and the review would be too long of I only listed it all but something's that stood out were the chicken ruby, vegetable samosas, and the chocolate pudding. The chicken ruby was creamy soft, and went well with the garlic naan. The samosas were also pretty good and went well with the dipping sauce. The chocolate pudding tasted like a dream and the chili ice cream brought out the sweetness of the pudding."
22/9/2019,5 star rating,"On holiday here in London and looked on Yelp to see where we should eat at, this place came up as #1, plus we drove/ walked by multiple times in the past couple days and there has been a line around the building and down the street. We came at 7Pm and had an hour and twenty minute wait..... let me just tell you it was worth every second! The staff that greets you outside is so sweet and they even brought our hot chai tea out to you while waiting. Once you get next up or close to being sat they take you to the full bar downstairs which is gorgeous and the staff was incredible. We only waited a few minutes by the bar before getting sat in a large booth. We  started off with Lamb Samosas- which i was a little hesitant on... but wanted to order seconds!!! I had the chicken Ruby which was wonderful, along with the garlic naan! Soooooo good. My bf has the chef special which i didn't even get a chance to try because he was already licking the plate clean! Incredible flavors, incredible staff, amazing dining experience, and even better atmosphere ! Loved every minute!"
27/6/2016,5 star rating,"Dishoom was our first stop in London for dinner and well worth the wait. With 700+ reviews already here, I'll give you a rundown of what stood out to me most. 1) The line outside snaked around and around, but they sweetened the experience with hot chai tea and sherry. Once you get inside, you *may* think your wait is over but instead, you're transported downstairs to the bar area. We had enough time to get a drink and apps there. Our total wait time was about an hour but these little extras made it fly by. 2) We ordered okra fries and lamb samosas at the bar, then Dishoom's signature dish (and vegetarian) house black daal, curry-infused chicken ruby, and garlic naan at our table. There's nothing I would not recommend. 3) I love how Indian restaurants offer an array of non-alcoholic drinks that are delicious like laasis, and Dishoom takes that one step further with teas, coffees, and sodas. That being said, I still went with some cocktails including the super refreshing Bollybellini and classic Bombay Pimm's. 4) I truly enjoyed reading the menu and learned that the restaurant donates a free lunch to schools in India for every meal you eat at Dishoom. 5) I would've come back here time and time again (including for breakfast!) if I had more time in London. There are heaps of other dishes I need to try. So there ya have it. Believe the hype. Love the hype. Taste the hype."
7/10/2019,5 star rating,"Is there a better place in London for breakfast?  I think any conversation on the subject has to include any of the Dishoom locations in a discussion of the final three (please send me your favorites!).  Was there when it opened on a Saturday and had a Wrestler's Naan Roll with the house chai that just kept on coming.  I had some writing work I was doing and despite the fact that the restaurant continued to fill up I was never rushed or hurried or made to feel like I could stay forever (I've experienced that same hospitality at the Kings Cross location).  If you're even thinking about coming here for breakfast, or any meal, cease your thinking and get to booking."
25/9/2018,4 star rating,"One does not go to London without going to the legendary Dishoom. It's the only place on Yelp that has 1300+ reviews and 4.5 stars. I had high expectations and was nervous that this place would be severely overhyped, but Dishoom was an A+ in my book. I heard the wait times can be insanely long (one night we called and they said it was 2 hour queue for dinner). So we decided to go the next day for lunch and prayed to the food Gods. We got there at 12pm on the dot and our prayer was answered as we got seated immediately. The place was already packed on both levels. Decor is cute and what I love about this place is that for every meal purchased, they donate a meal to an organization charity :) More reasons to eat here! We ended up with the chicken tikka masala (called chicken ruby on the menu), the paneer masala, black house daal, garlic naan, and the keam. Everything was beyond fantastic. As everyone suggests, I highly recommend the chicken ruby and  daal (vegetarian and slow cooked for 24 hours). Consistency was nice, creamy, and not overly thick. Tender chunks of meat that just pair so well with the naan. Thankfully for me, the food was not terribly spicy which made my eating experience more enjoyable. Service was prompt, courteous, and on point. Water was always refilled without asking, and the flow of the place didn't make me feel rushed despite the growing lines outside. Overall, I would recommend coming here to cross it off the bucket list. Wasn't expecting such amazing Indian food in London and am pleasantly surprised, but no complaints here :D Note: the dishes do not come with rice. You need to order it separately and it costs around $3USD per bowl. Note 1: there also seems to be sister locations of Dishoom nearby? Haven't been there but would imagine it to be similar, so if this place is packed maybe stop by it's other location."
7/10/2019,4 star rating,"After doing extensive research on the best Indian food in London, we went with Dishoom because of its high praises both on Yelp and on Google in general. We arrived shortly after 5.30pm, hoping to skip the dinner rush, but there was a line outside already. We only waited about 20 minutes, but when we left around 7pm there was a looooong line so my advice is to arrive early. We decided to try two appetizers - chilli chicken (crispy fried chicken) and pau bhaji (mashed vegetables in a curry-like sauce). Both were absolutely delicious. For mains, we got the chicken ruby (often called butter chicken), roti and garlic naan bread, murgh malai (marinated chicken thigh meat) and of course some jasmin rice on the side. Again, our food was delicious. We were pretty hungry and ended up ordering another plate of chicken ruby. If you're looking for delicious flavored Indian food, Dishoom definitely delivers. My only complaint would be the £££ for sides such as naan and roti. £ 3.50 is pretty pricey for the small portions of naan that you get. It is only a piece each essentially and I saw people at other tables order it over and over again because they ran out so fast. Overall, a great visit and I would go again. I'm very curious about their brunch/breakfast menu so next time we're in London we'll be back for that."
14/9/2021,5 star rating,Just go.  You won't be disappointed!  The chai tea is to die for and all their dishes are amazing.  We got an assortment of dishes and each one was spot on!
20/9/2018,5 star rating,"Came for breakfast after a quick flight in from Zurich -- excellent food, and an interesting middle ground between boring/traditional English breakfast food and Dishoom style.  I had the bacon naan sandwich (which was excellent) and fried eggs on chili cheese toast (also great), plus a breakfast lassi and espresso.  Probably the best breakfast I've had in Europe.  Unsurprisingly the restaurant is still packed even at 9am in a weekday."
18/12/2019,5 star rating,"Had dinner here. Had breakfast here. Both times were excellent. Dinner: It was just two of us. We over ordered simply because we didn't know when we'd be able to eat here again since our stay in London was quite brief and we wanted to try things. We started with okra fries, which were such a great shareable starter. It wasn't terribly heavy as a fried dish. It was crunchy. And unlike how I'm use to okra's membrane, it was not at all mucilaginous. Thin strips, seasoned, fried. It disappeared fast. As I said, we went overboard. We ordered the House Black Daal, Dishoom Chicken Tikka, Chicken Berry Britannia*, Mattar Paneer, Mutton Pepper Fry (half-plate) and Plain Naan. Between the two of us, we finished it all. And oh boy, did I regret it. I was so full. Definitely over ate BECAUSE IT WAS SO GOOD! But if I were to personally choose a sufficient order for two, I would say that I would have simply stuck with maybe three dishes. For me, it would have to be Okra fries, Chicken Berry Britannia (which was my favorite), and either the black daal or Mattar Paneer. I'd probably throw in naan just because it seems...right. Again, honestly, you can't really go wrong. From what it seemed like based on our over ordered tasting, you can't really go wrong. If you're unfamiliar with the cuisine, I would try whatever you think is of interest and then confer with your server. Always nice to converse with the people who are around the food. A delightful thing to know is that with every meal purchased, a meal is provided for a child in India. The restaurant sells cookbooks detailing the recipes for every dish on the menu plus history and PICTURES! Breakfast: So apparently, Dishoom serves one of the best breakfasts in London. If you're looking for an alternative to a full English or a café sandwich, try a naan roll. I ordered the Wrestler's Naan Roll and a glass of freshly squeezed orange juice. Oh man! The naan holds sausage, bacon, and eggs together and when the menu says that the eggs are runny, it is runny. It was a right sized meal for me to get me going. It could be too much for others. It came with a side of, what I believe to be, chutney(?). It was like a sweet jam made of fruit I couldn't identify. Nevertheless, it was altogether delicious. I'd have it again. All in all, I'd eat here again. Ambience is great. You have somewhat of a view of the working kitchen - at least a clear view of one of the staff preparing naan. Go for it! Try to either go at odd eating times or make reservations. It's a popular spot. They'll try seat you as soon as possible but be prepared to wait at least 30 minutes during busier times. Delicious!!!!!!"
3/9/2019,5 star rating,"I had always thought I did not like Indian food until I dined here. Indian food was either too overwhelming, too spicy or too sweet for my taste especially after visiting Mumbai many years ago. Mumbai's food evidently was not as life changing for me as the food at this Indian restaurant located in the middle of Covent Garden. Dishoom is a great experience if you are looking for fabulously interesting and ethnic food experience in London. You can't get reservations. You just have to show up and wait in line for over an hour to get a table. But trust me, it's worth it. We have only tried a few dishes here. However, an absolute must would be Chicken Ruby even if you don't like chicken. It's all about the exquisite sauce! For dessert, definitely try the Pistachio Kulfi on a stick. It's like ice cream on a stick except better! Pick Dishoom for your dining experience even if you are in London for just a day."
22/1/2017,4 star rating,"When in London, you got to have some Indian! If you don't have a reservation, the waiting queue is out the door. I didn't have a reservation and was told the wait time was 1 hour and half in which my boyfriend and I waited as we had nothing better to do that day. While on line, they would serve you some hot chai milk tea to wait as we were there during the winter. The line actually moves pretty quick and in less than an hour, it was our turn. Once we enter the restaurant, there is another short wait down by the open bar but the wait there was also pretty short and we were then taken to our table. The curries were amazing! Although, I kind of wish I didn't order the mango dessert as it was just a Popsicle stick. I thought it would be something authentic that I can't get anywhere else, but it was still good nonetheless."
31/7/2018,5 star rating,"Food: 5 | Service: 5 | Ambiance: 4 I don't think I can write much that other reviewers haven't said already. I just want to say the food was amazing. Ordering the fried okra is a must! I ordered the garlic naan and the chicken ruby as well. Since I dipped the naan in the chicken ruby I think I could've gotten the plain naan, but it was probably even more amazing with the garlic. Service was fantastic too. It was fast and accurate which is really all you can ask for. The server was charming as well. Highly recommend this place!"
3/10/2019,5 star rating,"Great food, atmosphere, and service! Best experience I've ever had waiting for a table at a busy restaurant. There seems to always be a long wait of at least an hour at any Dishoom, but the staff really make that feel painless. They kept the line outside moving pretty quickly, and even offered little sample cups of hot chai or sherry, and umbrellas! It was a cold and slightly rainy evening, so those offerings were not only surprising but really nice! The chai was really nice by the way- very spicy and flavorful. They kept the line moving and had people head inside for a bit more of a wait, but they give you a buzzer to hang onto and head down to the bar area and they give you the free WiFi code. We ordered Chicken Ruby, Pau Bhaji, House Black Daal, Roomali Roti, steamed basmati rice, and mango and fennel lassis. The mango lassi comes with fennel seeds sprinkled on top, but you can order with no fennel seeds. They brought us garlic naan instead of the roomali roti, but they quickly brought the correct bread when we told them about the mistake, and they didn't charge us for the naan. However, I actually wasn't a fan of the roti- it's more like a tortilla and isn't good for scooping up the food. And if you order the house black daal, I recommend having naan with it because it's a lentil dish that has the consistency of a thick soup, best to be eaten almost like a dip with the naan. The daal was very good. It cooks for 24 hours- so it's very deep in flavor and rich, but surprisingly mild at the same time. A nice dish. The chicken ruby was similar to a butter chicken we've had at Indian restaurants, also a great dish. And the pau bhaji was really nice- a tasty veggie and spice mash served with baked buns. The dipping sauces they serve with dinner are all really nice too. Great ambiance as well- low lighting, warm, and inviting with amazing aroma throughout the restaurant. Definitely a must try!"
21/5/2018,4 star rating,"Indian food? Heck yeah! Indian breakfast foods? Sign me the F@%k up!! To be honest, I did not really know what Indian breakfast food was before visiting Dishoom. The Indian restaurants in Florida mainly serve lunch and dinner only, so an Indian restaurant open for breakfast definitely piqued my interest. There's multiple Dishoom locations throughout the city. For breakfast, we made a reservation online at their Covent Garden location. When we arrived around 8:30AM, it was pretty empty! I don't think the reservation was even necessary at that point. But around 9:30 -10:00 AM, when we were leaving tables were filling up quickly. For appetizer, we ordered the bacon & egg naan roll. Hot & fresh baked naan with chili tomato and fresh herb sauce. I ordered the Kejriwal as my main meal, which is two fried eggs on chili cheese toast. The fiance ordered The Big Bombay, the sausage and baked beans English-style breakfast with an Indian twist. Every plate was bursting with bright colors and looked absolutely delectable. An explosion of flavors in each bite. Go early to avoid the lines. Best and most unique breakfast you'll have in a while! We loved it so much that we visited another location by the train station for late dinner."
5/1/2020,5 star rating,Heavenly.  One of the best recommendations for indian food in London. Long wait outside but the staff was kind enough to bring warm drinks and the food and service did not disappoint! We went to one in London and another in Scotland. The London location was truly the best.
9/6/2018,5 star rating,"Things to do: 1) Order the House Chai 2) Order the Bacon Naan 3) Repeat We arrived around 11:15, 30 minutes before the end of breakfast and was seated within 5 minutes. The place was packed. Loud, casual ambiance with both table and booth seating. Looking around, you can see the naan being made fresh behind the counter. For drinks we ordered the house chai and mint tea. The chai was the best chai I've ever had. Rich, spicy, and soothing, the (sadly) small glass of chai was an excellent way to start the morning. The mint tea could be smelled from a mile away, that's how fresh and refreshing the mint was. We ordered the bacon naan, akuri, the big Bombay, and the kejriwal, which was eggs on chili cheese toast. The bacon naan was superb. The tamarind BBQ sauce complemented the bacon extremely well. The Kejriwal was just okay. The bread was kind of tough and the flavors didn't meld too well together. I'd rather have had a second naan. The other people in my group enjoyed the Akuri and The Big Bombay, especially commenting on the taste of mushrooms. If I could give half-stars, this place would get 4.5/5. Not perfect, but pretty darn close."
24/12/2019,5 star rating,"Let me begin with - IT IS WORTH THE WAIT. I don't even really like Indian food. I am extra boring and bland and can't handle too many spices and coming from Hawaii, I swear we just don't have any good Indian food. That being said, Dishoom was the best food I had in London. Period. Waiting in line, we were told it was about an 80 minute wait. I had heard so many great things that I said I didn't care and forced my foodie partner in crime to stay there, despite all of his complaining. That 80 minute wait really deterred some of the people in front of us and we ended up only waiting about 40 minutes. During this time, they also handed out drinks to keep us warm and I had some yummy chai. Once we got inside, I wanted to order everything. I didn't know where to start or what anything was. Sooooo I went with the infamous black daal and all the naan I could eat. And, it blew my mind. It's lucky I don't live in London (yet) or I'd be there every chance I could get. Service was superb and quick and I can't wait to go back."
18/2/2019,5 star rating,"Love the interior decoration! It was fun. I remembered there's a sign at the door saying something like ""sorry cash only"" or ""no credit card "". I didn't plan to step in until they told me it was a joke. Went here for brunch. Chai was great! Actually I don't quite remember what I got cuz it's been a while... but anyway I was traveling from the states and from where I'm from there's nothing like this. Definitely a new experience!"
1/12/2018,5 star rating,"How do you come to London without going to Dishoom? We've never eaten out at an Indian restaurant and were excited that this would be our first time dining out experience. We love some good Indian and Dishoom lived up to our expectations. The line/queue was quite long. (We waited 50 minutes or so). Everything was delicious and full of flavor. This place knows what they are doing. Everything from the lamb samosas to the lamb kababs, the garlic naan, the bowl of greens, the gunpowder potatoes, the ruby chicken were amazing. Skip the chicken masala (you can get this anywhere) and go for the Ruby Chicken. I promise you won't regret it."
9/9/2018,5 star rating,"Best meal of curry I have ever had! Making online reservations is pretty easy. I made the reservation in advance based on my friend's recommendation and you should too! There's always a line at the door during meal time. Since it was our first time here, we asked our server what she recommends but we ended up ordering too much food. What we were told was 3 dishes per person and everything is meant to shared. We order 5 dishes for the two of us so we ended with a bunch of food left and it's sad that we couldn't take away. My favorite: Chicken Ruby !!! (Chicken curry with a tomato based sauce) Smashed vegetables with buns (forgot its name) Black Daal (lentil with a creamy curry based sauce)"
29/10/2018,5 star rating,"Service-wise, the best we got compared to anywhere else in London. My friend found this spot and we decided to try it. We went around 5 or 6 PM and there was already a line forming. I was just so amazed at how organized this waiting process was. While you're waiting in line, they bring out samples of chai tea for you to enjoy! We waited around an hour outside. When we got to the front of the line outside, they take you inside downstairs with a buzzer to their bar to wait some more. When we got downstairs somebody greeted us right away ""Christine?"" and took us to our spot at the bar. There is free wifi while you wait too. Wow! Then a very friendly server came to ask if we wanted any drinks. We were seated at our table not too long after. -Pau Bhaji: Must get!!!! This was my favorite dish here. Ordered it not really knowing what it was but got it because everyone else raved about it, and it's amazing! Especially with the hot bun it comes with....ahh -Garlic naan: really good as well. Especially with the chicken ruby sauce/pau bhaji -Chicken Berry Biryani: good, but too spicy for me. I didn't know it was a spicy dish, I had my friend eat most of this. -Mango lassi: omg!!! SOooooo goooood and creamy. I loved the little fennel seeds it comes with - added a nice touch to it. We were both pretty damn hungry coming into Dishoom but we couldn't finish everything. The portions don't look that big but it was all very filling. So glad I got to try this place in London! Probably the best real meal we had in London."
1/7/2018,5 star rating,"Seriously DELICIOUS!! I rarely enjoy Indian food, and when I do it is rare that I enjoy the entire Trinity- food, drinks, ambience.  Dishoom has nailed all three!!!"
20/8/2016,5 star rating,"""You HAVE to eat Indian food while you're in London!"" is what I heard over and over again before our trip.  We only spent two days in London, but Dishoom was definitely my favorite meal while we were there. We got in line around 10pm on a Saturday night and were told the wait would be over an hour.  Several people in line decided to jump ship upon hearing this....DON'T BE THOSE PEOPLE!  We waited for maybe 20 minutes before we were seated.  I asked my friend who lives in London about this and she's had the same experience multiple times as well.  Even if the wait were an hour, the food is worth it. - Dishoom IPA: Yes, they have their own beer and it's good! - Okra Fries: Highly recommend this as an app.  If you think you don't like okra, think again.  This is not that slimy fried okra we have in the states!  The fries are crispy and really well seasoned. - Black House Daal: A signature dish for a good reason.  The flavors are incredible and we ended up ordering a second serving of garlic naan just to finish this off. - Chicken Ruby: Husband ordered this because it was mentioned in almost every single review and he loved it.  I had a couple of bites as well and ended up convincing him that should just share our dishes. HA! - Mahi Tikka: This was my order and it was SO good.  The fish is cooked perfectly, leaving it juicy, flaky, and tender. Our server was friendly and the food came out super fast.  My husband, who is normally not a huge fan of Indian food, could not stop raving about this place and has recommended it to several of his friends who were visiting London.  Now that says a lot!"
31/7/2019,5 star rating,Iv heard Indian food is a must in London so I immediately knew we picked the right spot when there was a line outside the place and the wait was an hour and 10 min ! The inside is super cute and everything we ordered was AMAZING. Best samosa Iv ever had!! We also had ruby chicken that was to die for. The chai was amazing but they also had some juice with passion fruit!! Amazing!
5/3/2021,5 star rating,"They decided to celebrate my birthday in this wonderful restaurant. The manager helped with the organization of the event, the decoration of the hall, and the preparation of the menu. They agreed on prices, they are quite adequate here. The dishes are delicious! The holiday was a success !!"
3/11/2018,3 star rating,"American here. Multiple people recommended Dishoom to my husband and me when they heard we'd be in London for vacation. We waited in line for nearly an hour, but we were prepare to wait. The waitstaff was very nice. They offered us water and some sort of Indian lemon drink while we waited. Once we entered the restaurant, we knew that this was not the place to have an intimate meal. The place was packed! Our waiter was kind, but also very busy. The food was okay. The biryani and potato dish we ordered were the highlights. I wanted to enjoy my meal, but it was just too busy and hurried, so I felt rushed. I'd come again and I think I'd have a better time because I'd know what to expect."
24/3/2018,3 star rating,"Considering this was 4.5stars with over 1100 reviews, I was expecting a lot from this restaurant.  Even though this was 2 $$, it was still relatively expensive.   Food/drinks ordered: - Sweet & mango lassi: Dishoom did their own twist to the traditional lassi.  It's a bit more watered down and they added ice to the mixture as well.  The spices they added to the lassi are an acquired taste.  The mango lassi was actually more tangy than sweet.   - Okra fries: This is actually pretty good.  Crispy and quite flavorful.  I liked - The black daal is their specialty, so I got this.  It was flavorful and tasty.  I wouldn't say it blew me away, but it was still good. - Chicken ruby: tender and tasty.  Again, this is just average. - The prawn mooli was really nice.  It was light and the prawns weren't overcooked. Overall, I didn't think there was anything special about the restaurant.  If I wanted exceptional Indian food for lunch, I'd go to Tamarind @ MayFair for lunch."
2/8/2019,4 star rating,"It's been almost 3 months since my trip to London and I am still dreaming about their chai. We ordered the Murg Malai, lamb chops, and chicken ruby curry. ALL delicious however it is a tad bit pricey for small portions. But I guess that's London for you. My waitress was very kind and helpful on deciding what to order. Overall services seems pretty good. I'd definitely go again when I visit London again!!"
1/12/2019,3 star rating,High quality no doubt but the plates and drinks were incredibly small for the lavash amount paid. In terms of quality I highly reccomend in regards to your wallet I'd venture elsewhere as there is better Indian food in London and food that is much less stealing from your purse. Atmoshphere was nice and service was good. Will only be back if I'm dragged along.
10/10/2019,4 star rating,One cant visit the Dishoom without no forms of memories thinking of how to get back again..I must say is something great and pleasant on all sides when i visited London early January 2019. It was yummy yummy and the workers were also putting all efforts ..I could say i enjoyed a lot of their appetizers for starter and main dish too...
